Model,Temperature,Turn,Prompt_mode,seller_payoff,buyer_payoff,accepted_threshold,expressive_level,display_rule,face_only,Turn = 1,Turn = 2,Turn = 3,Turn = 4,Turn = 5,ranking_response,Turn = 6,Final_response,i,Turn = 7,Turn = 8,Turn = 9,Turn = 10,Turn = 11
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-2-3,210,6,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,2-1-1,reject,7,1-2-1,1-1-2,2-2-1,1-2-2,2-1-2
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,3-2-1,170,8,4-3-2,5-4-3,6-5-4,7-6-5,8-7-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,9,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,10,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,11,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,12,1-2-2,1-2-3,1-2-4,1-2-5,1-2-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-2-3,210,13,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,3-2-1,170,14,4-3-2,5-4-3,6-5-4,7-6-5,8-7-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,15,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,8-8-9,reject,16,9-9-8,7-8-9,6-7-8,5-6-7,4-5-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,17,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,9-9-7,reject,18,8-8-6,7-7-5,6-6-4,5-5-3,4-4-2
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-8-9,reject,19,6-7-8,5-6-7,4-5-6,3-4-5,1-1-1
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,0,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,1,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,7-5-8,0,2,8-5-7,8-6-7,8-7-6,8-8-7,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,3,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-2,reject,4,1-1-2,1-1-3,1-1-4,1-1-5,1-1-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,5,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,6-6-6,0,6,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,2-1-1,reject,7,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,8,1-1-2,2-1-1,1-1-3,1-2-3,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-2,reject,9,1-3-3,1-4-4,1-5-5,1-6-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,10,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,11,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-8-9,reject,12,6-8-9,5-8-9,4-8-9,3-8-9,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,13,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,14,1-1-2,2-1-1,3-1-1,4-1-1,5-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,15,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-2,reject,16,1-3-3,1-4-4,1-5-5,1-6-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,17,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-2-1,reject,18,1-3-1,1-4-1,1-5-1,1-6-1,1-7-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,6-6-6,210,19,7-7-7,8-8-8,9-9-9,9-9-1,9-9-2
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-6-7,3-7-6,2-8-5,1-9-4,warranty < price < service,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-6-7,3-7-6,2-8-5,1-9-4,warranty < service < price,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,1,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-2-1,reject,2,1-1-2,2-1-1,1-2-2,2-2-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,3,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,5,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,6,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,7,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,8,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
