Model,Temperature,Turn,Prompt_mode,seller_payoff,buyer_payoff,accepted_threshold,expressive_level,display_rule,face_only,Turn = 1,Turn = 2,Turn = 3,Turn = 4,Turn = 5,ranking_response,Turn = 6,Final_response,i,Turn = 7,Turn = 8,Turn = 9,Turn = 10,Turn = 11
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,7-7-7,6-6-6,7-5-5,6-7-7,5-7-7,warranty < service duration < price,4-7-7,340,0,,,,,
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,service duration < warranty <= price,7-7-6,220,1,,,,,
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,6-6-6,5-5-5,4-4-4,3-3-3,2-2-2,service duration < warranty < price,1-3-3,reject,0,1-2-3,1-1-3,1-1-2,1-1-1,1-1-1
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,price < service duration < warranty,6-7-6,reject,1,6-7-7,5-7-7,4-7-7,3-7-7,4-6-6
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,7-7-7,6-6-6,5-5-5,4-4-4,5-4-4,price < warranty < service duration,5-5-5,reject,0,,,,,
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,8-8-8,7-7-7,6-6-6,5-5-5,4-4-4,warranty < service < price,3-3-3,reject,1,,,,,
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,8-8-8,7-7-7,6-6-6,5-5-5,4-4-4,warranty < service < price,5-4-4,reject,0,5-5-4,4-5-4,5-4-5,5-5-5,4-5-5
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,8-8-8,7-7-7,6-6-6,5-5-5,4-4-4,price < service duration < warranty,5-4-4,reject,1,5-5-4,4-5-4,4-5-5,3-5-5,3-4-4
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,price < service duration < warranty,7-7-6,220,0,,,,,
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,6-6-6,7-5-5,7-6-4,8-5-3,8-6-2,service duration < warranty period < price,9-4-1,reject,1,,,,,
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,7-7-7,6-6-6,7-6-6,7-7-6,6-7-6,service duration < warranty < price,7-6-7,reject,0,7-7-7,6-7-7,5-7-7,4-7-7,3-7-7
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,price < warranty < service duration,6-7-6,240,1,7-6-7,7-7-7,6-7-7,6-6-7,6-7-7
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,6-6-6,5-5-5,4-4-4,3-3-3,2-2-2,service duration < warranty < price,1-2-2,reject,0,,,,,
claude-3-opus-20240229,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,service duration < warranty < price,6-7-6,reject,1,,,,,
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,6-6-6,5-5-5,4-4-4,3-3-3,4-3-3,service duration < warranty period < price,5-3-3,reject,0,5-4-3,5-4-4,5-5-4,5-5-5,5-6-5
claude-3-opus-20240229,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,8-8-8,7-7-7,6-6-6,7-6-6,7-7-6,price < warranty < service,6-7-6,reject,1,6-6-7,5-6-7,5-5-7,5-6-6,6-6-6
